Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 18 2014,Pittsburgh,54,Syracuse,59,,
Sat Jan 18 2014,Florida State,66,Virginia,78,,
Sun Jan 19 2014,Virginia Tech,63,Notre Dame,70,,
Mon Jan 20 2014,Maryland,56,North Carolina State,65,,
Mon Jan 20 2014,North Carolina,61,Virginia,76,,
Tue Jan 21 2014,Georgia Tech,68,Boston College,60,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 21 2014,Notre Dame,74,Florida State,76,,
Tue Jan 21 2014,Clemson,43,Pittsburgh,76,,
Wed Jan 22 2014,Duke,67,Miami (FL),46,,
Wed Jan 22 2014,Wake Forest,83,Virginia Tech,77,,
Sat Jan 25 2014,Florida State,56,Duke,78,,
Sat Jan 25 2014,Pittsburgh,83,Maryland,79,,
Sat Jan 25 2014,Syracuse,64,Miami (FL),52,,
Sat Jan 25 2014,Virginia Tech,45,Virginia,65,,
Sat Jan 25 2014,Notre Dame,58,Wake Forest,65,,
Sun Jan 26 2014,Clemson,61,North Carolina,80,,
Sun Jan 26 2014,Georgia Tech,78,North Carolina State,80,OT,
Mon Jan 27 2014,Duke,80,Pittsburgh,65,,
Tue Jan 28 2014,Virginia,68,Notre Dame,53,,
Wed Jan 29 2014,Virginia Tech,52,Boston College,76,,
Wed Jan 29 2014,North Carolina,78,Georgia Tech,65,,
Wed Jan 29 2014,Miami (FL),71,Maryland,74,,
Wed Jan 29 2014,Florida State,70,North Carolina State,74,,
Wed Jan 29 2014,Syracuse,67,Wake Forest,57,,
Sat Feb 1 2014,Clemson,53,Florida State,49,,
Sat Feb 1 2014,North Carolina State,70,North Carolina,84,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 1 2014,Boston College,73,Notre Dame,76,OT,
Sat Feb 1 2014,Duke,89,Syracuse,91,OT,
Sat Feb 1 2014,Maryland,80,Virginia Tech,60,,
Sat Feb 1 2014,Georgia Tech,79,Wake Forest,70,,
Sun Feb 2 2014,Virginia,48,Pittsburgh,45,,
Mon Feb 3 2014,Notre Dame,55,Syracuse,61,,
Tue Feb 4 2014,Georgia Tech,41,Clemson,45,,
Tue Feb 4 2014,Wake Forest,63,Duke,83,,
Tue Feb 4 2014,Maryland,63,North Carolina,75,,
Wed Feb 5 2014,Virginia Tech,50,Florida State,70,,
Wed Feb 5 2014,Pittsburgh,59,Miami (FL),55,OT,
Wed Feb 5 2014,Boston College,67,Virginia,77,,
Sat Feb 8 2014,Duke,89,Boston College,68,,
Sat Feb 8 2014,Virginia,64,Georgia Tech,45,,
Sat Feb 8 2014,Florida State,71,Maryland,83,,
Sat Feb 8 2014,North Carolina State,56,Miami (FL),55,,
Sat Feb 8 2014,North Carolina,73,Notre Dame,62,,
Sat Feb 8 2014,Virginia Tech,57,Pittsburgh,62,2OT,
Sun Feb 9 2014,Clemson,44,Syracuse,57,,
Mon Feb 10 2014,Miami (FL),77,Florida State,73,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Feb 10 2014,Maryland,53,Virginia,61,,
Tue Feb 11 2014,Wake Forest,67,North Carolina State,82,,
Tue Feb 11 2014,Clemson,64,Notre Dame,68,2OT,
Wed Feb 12 2014,Syracuse,58,Pittsburgh,56,,
Thu Feb 13 2014,Boston College,71,Georgia Tech,74,,
Sat Feb 15 2014,Virginia,63,Clemson,58,,
Sat Feb 15 2014,Maryland,67,Duke,69,,
Sat Feb 15 2014,Pittsburgh,71,North Carolina,75,,
Sat Feb 15 2014,North Carolina State,55,Syracuse,56,,
Sat Feb 15 2014,Miami (FL),45,Virginia Tech,52,,
Sat Feb 15 2014,Florida State,67,Wake Forest,60,,
Sun Feb 16 2014,Notre Dame,73,Boston College,69,,
Mon Feb 17 2014,North Carolina,81,Florida State,75,,
Tue Feb 18 2014,North Carolina State,56,Clemson,73,,
Tue Feb 18 2014,Duke,68,Georgia Tech,51,,
Tue Feb 18 2014,Wake Forest,60,Maryland,71,,
Tue Feb 18 2014,Virginia,57,Virginia Tech,53,,
Wed Feb 19 2014,Notre Dame,64,Miami (FL),71,,
Wed Feb 19 2014,Boston College,62,Syracuse,59,OT,
Thu Feb 20 2014,Duke,66,North Carolina,74,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 22 2014,Syracuse,60,Duke,66,,
Sat Feb 22 2014,Clemson,63,Georgia Tech,55,,
Sat Feb 22 2014,Boston College,42,Miami (FL),69,,
Sat Feb 22 2014,Wake Forest,72,North Carolina,105,,
Sat Feb 22 2014,Notre Dame,49,Virginia,70,,
Sat Feb 22 2014,North Carolina State,71,Virginia Tech,64,,
Sun Feb 23 2014,Florida State,71,Pittsburgh,66,,
Mon Feb 24 2014,Syracuse,57,Maryland,55,,
Tue Feb 25 2014,Virginia Tech,48,Duke,66,,
Tue Feb 25 2014,Clemson,57,Wake Forest,62,,
Wed Feb 26 2014,Pittsburgh,66,Boston College,59,,
Wed Feb 26 2014,North Carolina,85,North Carolina State,84,OT,
Wed Feb 26 2014,Georgia Tech,62,Notre Dame,65,,
Wed Feb 26 2014,Miami (FL),40,Virginia,65,,
Sat Mar 1 2014,Miami (FL),85,North Carolina State,70,,
Sat Mar 1 2014,Pittsburgh,85,Notre Dame,81,OT,
Sat Mar 1 2014,Syracuse,56,Virginia,75,,
Sat Mar 1 2014,North Carolina,60,Virginia Tech,56,,
Sat Mar 1 2014,Boston College,80,Wake Forest,72,,
Sun Mar 2 2014,Maryland,73,Clemson,77,2OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Mar 2 2014,Georgia Tech,71,Florida State,81,,
Mon Mar 3 2014,Notre Dame,61,North Carolina,63,,
Mon Mar 3 2014,North Carolina State,74,Pittsburgh,67,,
Tue Mar 4 2014,Florida State,74,Boston College,70,,
Tue Mar 4 2014,Miami (FL),54,Clemson,58,,
Tue Mar 4 2014,Virginia Tech,47,Maryland,64,,
Tue Mar 4 2014,Georgia Tech,67,Syracuse,62,,
Wed Mar 5 2014,Duke,72,Wake Forest,82,,
Sat Mar 8 2014,Pittsburgh,83,Clemson,78,OT,
Sat Mar 8 2014,North Carolina,81,Duke,93,,
Sat Mar 8 2014,Virginia Tech,51,Georgia Tech,62,,
Sat Mar 8 2014,Wake Forest,56,Miami (FL),69,,
Sun Mar 9 2014,Syracuse,74,Florida State,58,,
Sun Mar 9 2014,Virginia,69,Maryland,75,OT,
Sun Mar 9 2014,Boston College,68,North Carolina State,78,,
Wed Mar 12 2014,Georgia Tech,73,Boston College,70,OT,ACC First Round
Wed Mar 12 2014,Virginia Tech,53,Miami (FL),57,,ACC First Round
Wed Mar 12 2014,Wake Forest,81,Notre Dame,69,,ACC First Round
Thu Mar 13 2014,Georgia Tech,65,Clemson,69,OT,ACC Second Round
Thu Mar 13 2014,Maryland,65,Florida State,67,,ACC Second Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 13 2014,North Carolina State,67,Miami (FL),58,,ACC Second Round
Thu Mar 13 2014,Wake Forest,55,Pittsburgh,84,,ACC Second Round
Fri Mar 14 2014,Duke,63,Clemson,62,,ACC Quarterfinal
Fri Mar 14 2014,Virginia,64,Florida State,51,,ACC Quarterfinal
Fri Mar 14 2014,Pittsburgh,80,North Carolina,75,,ACC Quarterfinal
Fri Mar 14 2014,Syracuse,63,North Carolina State,66,,ACC Quarterfinal
Sat Mar 15 2014,North Carolina State,67,Duke,75,,ACC Semifinal
Sat Mar 15 2014,Virginia,51,Pittsburgh,48,,ACC Semifinal
Sun Mar 16 2014,Virginia,72,Duke,63,,ACC Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 2 2014,Washington State,25,Arizona,60,,
Thu Jan 2 2014,Washington,76,Arizona State,65,,
Thu Jan 2 2014,Oregon State,58,Colorado,64,,
Thu Jan 2 2014,California,69,Stanford,62,,
Thu Jan 2 2014,Oregon,70,Utah,68,OT,
Sat Jan 4 2014,Washington,62,Arizona,71,,
Sat Jan 4 2014,Oregon State,69,Utah,80,,
Sun Jan 5 2014,Washington State,47,Arizona State,66,,
Sun Jan 5 2014,Oregon,91,Colorado,100,,
Sun Jan 5 2014,Southern California,73,UCLA,107,,
Wed Jan 8 2014,Utah,57,Washington,59,,
Wed Jan 8 2014,Colorado,71,Washington State,70,OT,
Thu Jan 9 2014,California,96,Oregon,83,,
Thu Jan 9 2014,Stanford,72,Oregon State,81,,
Thu Jan 9 2014,Arizona State,79,Southern California,60,,
Thu Jan 9 2014,Arizona,79,UCLA,75,,
Sat Jan 11 2014,California,88,Oregon State,83,,
Sun Jan 12 2014,Stanford,82,Oregon,80,,
Sun Jan 12 2014,Arizona,73,Southern California,53,,
Sun Jan 12 2014,Arizona State,72,UCLA,87,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Jan 12 2014,Colorado,54,Washington,71,,
Sun Jan 12 2014,Utah,46,Washington State,49,,
Wed Jan 15 2014,Washington,56,California,82,,
Wed Jan 15 2014,Washington State,48,Stanford,80,,
Thu Jan 16 2014,Arizona State,68,Arizona,91,,
Thu Jan 16 2014,UCLA,69,Colorado,56,,
Thu Jan 16 2014,Southern California,66,Utah,84,,
Sat Jan 18 2014,Washington State,55,California,76,,
Sat Jan 18 2014,Southern California,62,Colorado,83,,
Sat Jan 18 2014,Washington,67,Stanford,79,,
Sat Jan 18 2014,UCLA,69,Utah,74,,
Sun Jan 19 2014,Oregon,72,Oregon State,80,,
Wed Jan 22 2014,California,69,Southern California,77,,
Wed Jan 22 2014,Oregon State,66,Washington State,55,,
Thu Jan 23 2014,Colorado,57,Arizona,69,,
Thu Jan 23 2014,Utah,75,Arizona State,79,,
Thu Jan 23 2014,Stanford,74,UCLA,91,,
Thu Jan 23 2014,Oregon,76,Washington,80,,
Sat Jan 25 2014,Colorado,51,Arizona State,72,,
Sat Jan 25 2014,Oregon State,81,Washington,87,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Jan 26 2014,Utah,56,Arizona,65,,
Sun Jan 26 2014,Stanford,79,Southern California,71,OT,
Sun Jan 26 2014,California,64,UCLA,76,,
Sun Jan 26 2014,Oregon,71,Washington State,44,,
Wed Jan 29 2014,Arizona State,89,California,78,OT,
Wed Jan 29 2014,Arizona,60,Stanford,57,,
Thu Jan 30 2014,UCLA,70,Oregon,68,,
Thu Jan 30 2014,Southern California,75,Oregon State,76,OT,
Sat Feb 1 2014,Arizona,58,California,60,,
Sat Feb 1 2014,Utah,75,Colorado,79,OT,
Sat Feb 1 2014,Southern California,66,Oregon,78,,
Sat Feb 1 2014,Arizona State,70,Stanford,76,,
Sat Feb 1 2014,Washington,67,Washington State,72,,
Sun Feb 2 2014,UCLA,67,Oregon State,71,,
Wed Feb 5 2014,Stanford,80,California,69,,
Wed Feb 5 2014,Washington State,63,Colorado,68,,
Thu Feb 6 2014,Oregon,65,Arizona,67,,
Thu Feb 6 2014,Oregon State,82,Arizona State,86,OT,
Thu Feb 6 2014,Washington,69,Utah,78,,
Sat Feb 8 2014,Oregon,72,Arizona State,74,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 8 2014,UCLA,83,Southern California,73,,
Sat Feb 8 2014,Washington State,63,Utah,81,,
Sun Feb 9 2014,Oregon State,54,Arizona,76,,
Sun Feb 9 2014,Washington,65,Colorado,91,,
Wed Feb 12 2014,Stanford,60,Washington,64,,
Wed Feb 12 2014,California,80,Washington State,76,OT,
Thu Feb 13 2014,Utah,79,Southern California,71,,
Thu Feb 13 2014,Colorado,74,UCLA,92,,
Fri Feb 14 2014,Arizona,66,Arizona State,69,2OT,
Sat Feb 15 2014,Utah,66,UCLA,80,,
Sat Feb 15 2014,California,72,Washington,59,,
Sat Feb 15 2014,Stanford,69,Washington State,56,,
Sun Feb 16 2014,Oregon State,83,Oregon,93,,
Sun Feb 16 2014,Colorado,83,Southern California,74,,
Wed Feb 19 2014,UCLA,86,California,66,,
Wed Feb 19 2014,Arizona State,52,Colorado,61,,
Wed Feb 19 2014,Washington,71,Oregon,78,,
Wed Feb 19 2014,Arizona,67,Utah,63,OT,
Thu Feb 20 2014,Washington State,57,Oregon State,68,,
Thu Feb 20 2014,Southern California,59,Stanford,80,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 22 2014,Arizona,88,Colorado,61,,
Sat Feb 22 2014,Washington,86,Oregon State,62,,
Sat Feb 22 2014,UCLA,74,Stanford,83,,
Sun Feb 23 2014,Southern California,64,California,77,,
Sun Feb 23 2014,Washington State,53,Oregon,67,,
Sun Feb 23 2014,Arizona State,63,Utah,86,,
Wed Feb 26 2014,California,59,Arizona,87,,
Wed Feb 26 2014,Stanford,64,Arizona State,76,,
Thu Feb 27 2014,Oregon State,76,Southern California,66,,
Thu Feb 27 2014,Oregon,87,UCLA,83,2OT,
Fri Feb 28 2014,Washington State,49,Washington,72,,
Sat Mar 1 2014,California,60,Arizona State,78,,
Sat Mar 1 2014,Oregon,78,Southern California,63,,
Sat Mar 1 2014,Colorado,64,Utah,75,,
Sun Mar 2 2014,Stanford,66,Arizona,79,,
Sun Mar 2 2014,Oregon State,69,UCLA,74,,
Tue Mar 4 2014,Arizona State,78,Oregon,85,,
Wed Mar 5 2014,Utah,63,California,59,,
Wed Mar 5 2014,Arizona,74,Oregon State,69,,
Wed Mar 5 2014,Colorado,59,Stanford,56,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 6 2014,UCLA,91,Washington,82,,
Thu Mar 6 2014,Southern California,79,Washington State,68,,
Sat Mar 8 2014,Colorado,65,California,66,OT,
Sat Mar 8 2014,Arizona,57,Oregon,64,,
Sat Mar 8 2014,Arizona State,76,Oregon State,78,OT,
Sat Mar 8 2014,Utah,60,Stanford,61,,
Sat Mar 8 2014,Southern California,75,Washington,82,,
Sat Mar 8 2014,UCLA,55,Washington State,73,,
Wed Mar 12 2014,Southern California,56,Colorado,59,,Pac-12 First Round
Wed Mar 12 2014,Oregon State,74,Oregon,88,,Pac-12 First Round
Wed Mar 12 2014,Washington State,63,Stanford,74,,Pac-12 First Round
Wed Mar 12 2014,Washington,61,Utah,67,,Pac-12 First Round
Thu Mar 13 2014,Utah,39,Arizona,71,,Pac-12 Quarterfinal
Thu Mar 13 2014,Stanford,79,Arizona State,58,,Pac-12 Quarterfinal
Thu Mar 13 2014,Colorado,59,California,56,,Pac-12 Quarterfinal
Thu Mar 13 2014,UCLA,82,Oregon,63,,Pac-12 Quarterfinal
Fri Mar 14 2014,Colorado,43,Arizona,63,,Pac-12 Semifinal
Fri Mar 14 2014,UCLA,84,Stanford,59,,Pac-12 Semifinal
Sat Mar 15 2014,UCLA,75,Arizona,71,,Pac-12 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 2 2014,Texas-Pan American,85,Grand Canyon,91,,
Thu Jan 2 2014,Missouri-Kansas City,80,Idaho,74,,
Sat Jan 4 2014,Utah Valley,82,Cal State Bakersfield,74,,
Sat Jan 4 2014,New Mexico State,84,Grand Canyon,62,,
Sat Jan 4 2014,Chicago State,57,Idaho,55,,
Sat Jan 4 2014,Missouri-Kansas City,95,Seattle,84,,
Thu Jan 9 2014,Grand Canyon,66,Cal State Bakersfield,63,,
Thu Jan 9 2014,Seattle,87,New Mexico State,96,,
Thu Jan 9 2014,Idaho,86,Texas-Pan American,85,2OT,
Sat Jan 11 2014,Chicago State,68,Missouri-Kansas City,66,,
Sat Jan 11 2014,Idaho,54,New Mexico State,78,,
Sat Jan 11 2014,Seattle,64,Texas-Pan American,46,,
Sat Jan 11 2014,Grand Canyon,58,Utah Valley,65,,
Thu Jan 16 2014,New Mexico State,81,Chicago State,86,,
Thu Jan 16 2014,Utah Valley,71,Idaho,66,,
Thu Jan 16 2014,Texas-Pan American,78,Missouri-Kansas City,66,,
Thu Jan 16 2014,Cal State Bakersfield,61,Seattle,57,,
Sat Jan 18 2014,Texas-Pan American,84,Chicago State,61,,
Sat Jan 18 2014,Cal State Bakersfield,61,Idaho,64,,
Sat Jan 18 2014,New Mexico State,66,Missouri-Kansas City,68,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Jan 19 2014,Utah Valley,52,Seattle,51,,
Thu Jan 23 2014,Chicago State,71,Cal State Bakersfield,63,,
Thu Jan 23 2014,Idaho,73,Grand Canyon,86,,
Thu Jan 23 2014,Missouri-Kansas City,48,Utah Valley,66,,
Sat Jan 25 2014,Missouri-Kansas City,70,Cal State Bakersfield,69,,
Sat Jan 25 2014,Seattle,63,Grand Canyon,71,,
Sat Jan 25 2014,Texas-Pan American,78,New Mexico State,90,,
Sat Jan 25 2014,Chicago State,55,Utah Valley,62,,
Thu Jan 30 2014,Grand Canyon,76,Chicago State,75,,
Thu Jan 30 2014,Cal State Bakersfield,86,New Mexico State,88,,
Thu Jan 30 2014,Utah Valley,67,Texas-Pan American,53,,
Sat Feb 1 2014,Seattle,68,Idaho,67,,
Sat Feb 1 2014,Grand Canyon,72,Missouri-Kansas City,53,,
Sat Feb 1 2014,Utah Valley,49,New Mexico State,72,,
Sat Feb 1 2014,Cal State Bakersfield,72,Texas-Pan American,64,,
Thu Feb 6 2014,Utah Valley,79,Grand Canyon,68,,
Thu Feb 6 2014,New Mexico State,67,Idaho,73,,
Thu Feb 6 2014,Texas-Pan American,62,Seattle,83,,
Sat Feb 8 2014,Missouri-Kansas City,74,Chicago State,81,,
Sat Feb 8 2014,Cal State Bakersfield,70,Grand Canyon,79,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 8 2014,Texas-Pan American,63,Idaho,70,OT,
Sat Feb 8 2014,New Mexico State,92,Seattle,77,,
Thu Feb 13 2014,Idaho,67,Cal State Bakersfield,76,,
Thu Feb 13 2014,Missouri-Kansas City,48,New Mexico State,71,,
Thu Feb 13 2014,Chicago State,68,Texas-Pan American,71,OT,
Thu Feb 13 2014,Seattle,71,Utah Valley,57,,
Sat Feb 15 2014,Seattle,65,Cal State Bakersfield,83,,
Sat Feb 15 2014,Chicago State,55,New Mexico State,84,,
Sat Feb 15 2014,Missouri-Kansas City,59,Texas-Pan American,68,,
Sat Feb 15 2014,Idaho,88,Utah Valley,89,,
Thu Feb 20 2014,Utah Valley,79,Chicago State,70,,
Thu Feb 20 2014,Cal State Bakersfield,74,Missouri-Kansas City,69,,
Thu Feb 20 2014,Grand Canyon,74,Seattle,73,,
Thu Feb 20 2014,New Mexico State,78,Texas-Pan American,61,,
Sat Feb 22 2014,Cal State Bakersfield,68,Chicago State,73,,
Sat Feb 22 2014,Grand Canyon,77,Idaho,83,,
Sat Feb 22 2014,Utah Valley,56,Missouri-Kansas City,74,,
Thu Feb 27 2014,Texas-Pan American,63,Cal State Bakersfield,61,,
Thu Feb 27 2014,Missouri-Kansas City,85,Grand Canyon,80,,
Thu Feb 27 2014,Chicago State,84,Seattle,77,3OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 27 2014,New Mexico State,61,Utah Valley,66,OT,
Sat Mar 1 2014,New Mexico State,72,Cal State Bakersfield,57,,
Sat Mar 1 2014,Chicago State,74,Grand Canyon,84,,
Sat Mar 1 2014,Idaho,68,Seattle,76,,
Sat Mar 1 2014,Texas-Pan American,42,Utah Valley,45,,
Thu Mar 6 2014,Idaho,79,Chicago State,76,,
Thu Mar 6 2014,Seattle,73,Missouri-Kansas City,82,,
Thu Mar 6 2014,Grand Canyon,57,New Mexico State,81,,
Fri Mar 7 2014,Cal State Bakersfield,55,Utah Valley,64,,
Sat Mar 8 2014,Seattle,53,Chicago State,67,,
Sat Mar 8 2014,Idaho,87,Missouri-Kansas City,80,,
Sat Mar 8 2014,Grand Canyon,79,Texas-Pan American,78,OT,
Thu Mar 13 2014,Chicago State,62,Cal State Bakersfield,68,,WAC Quarterfinal
Thu Mar 13 2014,Missouri-Kansas City,70,Idaho,73,,WAC Quarterfinal
Thu Mar 13 2014,Seattle,68,New Mexico State,70,,WAC Quarterfinal
Thu Mar 13 2014,Utah Valley,83,Texas-Pan American,63,,WAC Quarterfinal
Fri Mar 14 2014,New Mexico State,69,Cal State Bakersfield,63,,WAC Semifinal
Fri Mar 14 2014,Utah Valley,69,Idaho,74,,WAC Semifinal
Sat Mar 15 2014,New Mexico State,77,Idaho,55,,WAC Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 1 2014,Utah State,72,Air Force,73,,
Wed Jan 1 2014,San Diego State,71,Colorado State,61,,
Wed Jan 1 2014,Nevada-Las Vegas,75,Fresno State,62,,
Wed Jan 1 2014,Nevada,62,San Jose State,50,,
Sat Jan 4 2014,Fresno State,79,Boise State,86,,
Sat Jan 4 2014,Wyoming,58,Nevada,61,,
Sat Jan 4 2014,Air Force,75,Nevada-Las Vegas,68,,
Sat Jan 4 2014,Colorado State,73,New Mexico,80,,
Sat Jan 4 2014,San Jose State,67,Utah State,86,,
Wed Jan 8 2014,Air Force,65,Fresno State,71,,
Wed Jan 8 2014,Nevada,74,Nevada-Las Vegas,71,,
Wed Jan 8 2014,Boise State,66,San Diego State,69,,
Wed Jan 8 2014,Colorado State,66,San Jose State,64,,
Wed Jan 8 2014,New Mexico,72,Wyoming,69,OT,
Sat Jan 11 2014,Wyoming,52,Boise State,50,,
Sat Jan 11 2014,Fresno State,57,Colorado State,76,,
Sat Jan 11 2014,Utah State,54,Nevada,62,,
Sat Jan 11 2014,New Mexico,69,San Jose State,65,,
Sun Jan 12 2014,San Diego State,79,Air Force,72,,
Tue Jan 14 2014,Boise State,74,Nevada,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 15 2014,San Jose State,62,Air Force,77,,
Wed Jan 15 2014,Nevada-Las Vegas,76,New Mexico,73,,
Wed Jan 15 2014,Fresno State,60,San Diego State,68,,
Wed Jan 15 2014,Colorado State,50,Utah State,57,,
Sat Jan 18 2014,Utah State,74,Boise State,78,,
Sat Jan 18 2014,Air Force,68,Colorado State,74,,
Sat Jan 18 2014,New Mexico,89,Fresno State,78,,
Sat Jan 18 2014,Nevada-Las Vegas,52,San Diego State,63,,
Sat Jan 18 2014,San Jose State,56,Wyoming,67,,
Tue Jan 21 2014,Boise State,75,New Mexico,84,,
Wed Jan 22 2014,Wyoming,66,Air Force,59,,
Wed Jan 22 2014,Nevada,96,Fresno State,86,2OT,
Wed Jan 22 2014,Utah State,42,Nevada-Las Vegas,62,,
Wed Jan 22 2014,San Diego State,75,San Jose State,50,,
Sat Jan 25 2014,San Jose State,55,Boise State,76,,
Sat Jan 25 2014,New Mexico,68,Colorado State,66,,
Sat Jan 25 2014,Fresno State,73,Nevada-Las Vegas,75,OT,
Sat Jan 25 2014,San Diego State,74,Utah State,69,OT,
Sat Jan 25 2014,Nevada,62,Wyoming,64,OT,
Tue Jan 28 2014,New Mexico,78,Utah State,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 29 2014,Air Force,58,Boise State,69,,
Wed Jan 29 2014,Wyoming,62,Fresno State,67,,
Wed Jan 29 2014,Colorado State,67,Nevada,76,,
Wed Jan 29 2014,Nevada-Las Vegas,70,San Jose State,46,,
Sat Feb 1 2014,Air Force,56,Nevada,69,OT,
Sat Feb 1 2014,Boise State,69,Nevada-Las Vegas,73,,
Sat Feb 1 2014,San Jose State,47,New Mexico,72,,
Sat Feb 1 2014,Colorado State,56,San Diego State,65,,
Sat Feb 1 2014,Utah State,57,Wyoming,74,,
Wed Feb 5 2014,Fresno State,68,Air Force,51,,
Wed Feb 5 2014,San Diego State,67,Boise State,65,,
Wed Feb 5 2014,Nevada-Las Vegas,57,Colorado State,75,,
Wed Feb 5 2014,Wyoming,61,New Mexico,66,OT,
Wed Feb 5 2014,Nevada,75,Utah State,83,,
Sat Feb 8 2014,Colorado State,68,Air Force,56,,
Sat Feb 8 2014,San Jose State,56,Fresno State,82,,
Sat Feb 8 2014,Wyoming,46,Nevada-Las Vegas,48,,
Sat Feb 8 2014,Nevada,58,San Diego State,73,,
Sat Feb 8 2014,Boise State,70,Utah State,76,,
Tue Feb 11 2014,Utah State,71,Colorado State,62,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 11 2014,San Diego State,62,Wyoming,68,,
Wed Feb 12 2014,New Mexico,70,Boise State,71,,
Wed Feb 12 2014,Fresno State,75,Nevada,67,,
Wed Feb 12 2014,Air Force,51,San Jose State,48,,
Sat Feb 15 2014,Colorado State,66,Fresno State,75,,
Sat Feb 15 2014,Nevada,72,New Mexico,90,,
Sat Feb 15 2014,Air Force,56,San Diego State,64,,
