Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 14 2013,Southern California,65,Stanford,64,,
Sat Feb 16 2013,Arizona State,63,Colorado,62,OT,
Sat Feb 16 2013,UCLA,88,Stanford,80,,
Sat Feb 16 2013,Oregon State,62,Washington,72,,
Sat Feb 16 2013,Oregon,79,Washington State,77,OT,
Sun Feb 17 2013,Southern California,68,California,76,,
Sun Feb 17 2013,Arizona,68,Utah,64,,
Wed Feb 20 2013,Washington,52,Arizona,70,,
Wed Feb 20 2013,Washington State,57,Arizona State,69,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 21 2013,Utah,50,Colorado,60,,
Thu Feb 21 2013,California,48,Oregon,46,,
Thu Feb 21 2013,Stanford,82,Oregon State,72,,
Sat Feb 23 2013,Washington State,56,Arizona,73,,
Sat Feb 23 2013,Washington,68,Arizona State,59,,
Sat Feb 23 2013,Stanford,66,Oregon,77,,
Sat Feb 23 2013,California,60,Oregon State,59,,
Sun Feb 24 2013,UCLA,75,Southern California,59,,
Wed Feb 27 2013,Arizona,78,Southern California,89,,
Wed Feb 27 2013,Colorado,65,Stanford,63,,
Wed Feb 27 2013,Arizona State,74,UCLA,79,OT,
Thu Feb 28 2013,Utah,46,California,64,,
Thu Feb 28 2013,Oregon State,75,Oregon,85,,
Sat Mar 2 2013,Colorado,46,California,62,,
Sat Mar 2 2013,Arizona State,56,Southern California,57,,
Sat Mar 2 2013,Arizona,69,UCLA,74,,
Sun Mar 3 2013,Utah,66,Stanford,84,,
Sun Mar 3 2013,Washington State,68,Washington,72,,
Wed Mar 6 2013,Stanford,83,California,70,,
Wed Mar 6 2013,Southern California,57,Washington,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Mar 6 2013,UCLA,61,Washington State,73,,
Thu Mar 7 2013,Oregon,53,Colorado,76,,
Thu Mar 7 2013,Oregon State,61,Utah,72,,
Sat Mar 9 2013,Arizona State,58,Arizona,73,,
Sat Mar 9 2013,Oregon State,64,Colorado,58,,
Sat Mar 9 2013,Oregon,62,Utah,72,,
Sat Mar 9 2013,UCLA,61,Washington,54,,
Sat Mar 9 2013,Southern California,51,Washington State,76,,
Wed Mar 13 2013,Stanford,88,Arizona State,89,OT,Pac-12 First Round
Wed Mar 13 2013,Oregon State,68,Colorado,74,,Pac-12 First Round
Wed Mar 13 2013,Utah,69,Southern California,66,,Pac-12 First Round
Wed Mar 13 2013,Washington State,62,Washington,64,,Pac-12 First Round
Thu Mar 14 2013,Colorado,69,Arizona,79,,Pac-12 Quarterfinal Round
Thu Mar 14 2013,UCLA,80,Arizona State,75,,Pac-12 Quarterfinal Round
Thu Mar 14 2013,Utah,79,California,69,OT,Pac-12 Quarterfinal Round
Thu Mar 14 2013,Washington,77,Oregon,80,OT,Pac-12 Quarterfinal Round
Fri Mar 15 2013,UCLA,66,Arizona,64,,Pac-12 Semifinal Round
Fri Mar 15 2013,Utah,45,Oregon,64,,Pac-12 Semifinal Round
Sat Mar 16 2013,UCLA,69,Oregon,78,,Pac-12 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 9 2013,Nevada,65,Air Force,78,,
Wed Jan 9 2013,San Diego State,65,Fresno State,62,,
Wed Jan 9 2013,Nevada-Las Vegas,60,New Mexico,65,,
Wed Jan 9 2013,Boise State,63,Wyoming,61,,
Sat Jan 12 2013,Wyoming,59,Nevada,48,,
Sat Jan 12 2013,Air Force,71,Nevada-Las Vegas,76,OT,
Sat Jan 12 2013,Fresno State,45,New Mexico,72,,
Sat Jan 12 2013,Colorado State,72,San Diego State,79,OT,
Wed Jan 16 2013,New Mexico,79,Boise State,74,OT,
Wed Jan 16 2013,Air Force,40,Colorado State,79,,
Wed Jan 16 2013,Wyoming,36,Fresno State,49,,
Wed Jan 16 2013,Nevada-Las Vegas,82,San Diego State,75,,
Sat Jan 19 2013,Boise State,80,Air Force,91,,
Sat Jan 19 2013,Nevada-Las Vegas,61,Colorado State,66,,
Sat Jan 19 2013,Nevada,68,Fresno State,61,,
Sat Jan 19 2013,San Diego State,45,Wyoming,58,,
Wed Jan 23 2013,Fresno State,67,Boise State,74,,
Wed Jan 23 2013,San Diego State,78,Nevada,57,,
Wed Jan 23 2013,Colorado State,61,New Mexico,66,,
Thu Jan 24 2013,Wyoming,50,Nevada-Las Vegas,62,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 26 2013,Colorado State,74,Fresno State,63,,
Sat Jan 26 2013,Boise State,59,Nevada,75,,
Sat Jan 26 2013,New Mexico,34,San Diego State,55,,
Sat Jan 26 2013,Air Force,57,Wyoming,48,,
Tue Jan 29 2013,Nevada,54,Nevada-Las Vegas,66,,
Wed Jan 30 2013,Fresno State,50,Air Force,62,,
Wed Jan 30 2013,Boise State,57,Colorado State,77,,
Wed Jan 30 2013,New Mexico,63,Wyoming,59,,
Sat Feb 2 2013,San Diego State,67,Air Force,70,,
Sat Feb 2 2013,Nevada-Las Vegas,72,Boise State,77,,
Sat Feb 2 2013,Wyoming,46,Colorado State,65,,
Sat Feb 2 2013,Nevada,62,New Mexico,75,,
Wed Feb 6 2013,Nevada-Las Vegas,55,Fresno State,64,,
Wed Feb 6 2013,Colorado State,73,Nevada,69,,
Wed Feb 6 2013,Air Force,58,New Mexico,81,,
Wed Feb 6 2013,Boise State,62,San Diego State,63,,
Sat Feb 9 2013,Wyoming,61,Boise State,68,,
Sat Feb 9 2013,Air Force,69,Nevada,74,,
Sat Feb 9 2013,New Mexico,55,Nevada-Las Vegas,64,,
Sat Feb 9 2013,Fresno State,53,San Diego State,75,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 13 2013,Nevada-Las Vegas,56,Air Force,71,,
Wed Feb 13 2013,San Diego State,60,Colorado State,66,,
Wed Feb 13 2013,New Mexico,54,Fresno State,48,,
Wed Feb 13 2013,Nevada,48,Wyoming,68,,
Sat Feb 16 2013,Colorado State,89,Air Force,86,,
Sat Feb 16 2013,San Diego State,70,Nevada-Las Vegas,72,,
Sat Feb 16 2013,Boise State,50,New Mexico,60,,
Sat Feb 16 2013,Fresno State,51,Wyoming,55,OT,
Tue Feb 19 2013,Fresno State,69,Nevada,64,OT,
Tue Feb 19 2013,Wyoming,51,San Diego State,79,,
Wed Feb 20 2013,Air Force,65,Boise State,77,,
Wed Feb 20 2013,Colorado State,59,Nevada-Las Vegas,61,,
Sat Feb 23 2013,New Mexico,91,Colorado State,82,,
Sat Feb 23 2013,Boise State,72,Fresno State,63,,
Sat Feb 23 2013,Nevada,75,San Diego State,88,,
Sat Feb 23 2013,Nevada-Las Vegas,65,Wyoming,42,,
Tue Feb 26 2013,Wyoming,66,Air Force,72,,
Wed Feb 27 2013,Nevada,47,Boise State,73,,
Wed Feb 27 2013,Fresno State,67,Colorado State,74,,
Wed Feb 27 2013,San Diego State,60,New Mexico,70,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Mar 2 2013,Colorado State,65,Boise State,78,,
Sat Mar 2 2013,Air Force,41,Fresno State,56,,
Sat Mar 2 2013,Nevada-Las Vegas,80,Nevada,63,,
Sat Mar 2 2013,Wyoming,42,New Mexico,53,,
Tue Mar 5 2013,Boise State,64,Nevada-Las Vegas,68,,
Wed Mar 6 2013,New Mexico,75,Nevada,62,,
Wed Mar 6 2013,Air Force,51,San Diego State,58,,
Wed Mar 6 2013,Colorado State,78,Wyoming,56,,
Sat Mar 9 2013,New Mexico,88,Air Force,89,,
Sat Mar 9 2013,San Diego State,65,Boise State,69,,
Sat Mar 9 2013,Nevada,66,Colorado State,77,,
Sat Mar 9 2013,Fresno State,61,Nevada-Las Vegas,52,,
Tue Mar 12 2013,Wyoming,85,Nevada,81,,MWC First Round
Wed Mar 13 2013,San Diego State,73,Boise State,67,,MWC Quarterfinal Round
Wed Mar 13 2013,Fresno State,61,Colorado State,67,,MWC Quarterfinal Round
Wed Mar 13 2013,Air Force,56,Nevada-Las Vegas,72,,MWC Quarterfinal Round
Wed Mar 13 2013,Wyoming,46,New Mexico,59,,MWC Quarterfinal Round
Fri Mar 15 2013,Nevada-Las Vegas,75,Colorado State,65,,MWC Semifinal Round
Fri Mar 15 2013,San Diego State,50,New Mexico,60,,MWC Semifinal Round
Sat Mar 16 2013,New Mexico,63,Nevada-Las Vegas,56,,MWC Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 5 2013,North Carolina State,78,Boston College,73,,
Sat Jan 5 2013,Florida State,71,Clemson,66,,
Sat Jan 5 2013,Wake Forest,62,Duke,80,,
Sat Jan 5 2013,Miami (FL),62,Georgia Tech,49,,
Sat Jan 5 2013,Virginia Tech,71,Maryland,94,,
Sun Jan 6 2013,North Carolina,52,Virginia,61,,
Tue Jan 8 2013,Clemson,40,Duke,68,,
Wed Jan 9 2013,Florida State,65,Maryland,62,,
Wed Jan 9 2013,Georgia Tech,70,North Carolina State,83,,
Wed Jan 9 2013,Boston College,86,Virginia Tech,75,,
Wed Jan 9 2013,Virginia,52,Wake Forest,55,,
Thu Jan 10 2013,Miami (FL),68,North Carolina,59,,
Sat Jan 12 2013,Virginia,44,Clemson,59,,
Sat Jan 12 2013,North Carolina,77,Florida State,72,,
Sat Jan 12 2013,Virginia Tech,70,Georgia Tech,65,OT,
Sat Jan 12 2013,Duke,76,North Carolina State,84,,
Sat Jan 12 2013,Boston College,72,Wake Forest,75,,
Sun Jan 13 2013,Maryland,47,Miami (FL),54,,
Tue Jan 15 2013,Wake Forest,44,Clemson,60,,
Wed Jan 16 2013,Miami (FL),60,Boston College,59,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 16 2013,North Carolina State,50,Maryland,51,,
Thu Jan 17 2013,Georgia Tech,57,Duke,73,,
Sat Jan 19 2013,Maryland,52,North Carolina,62,,
Sat Jan 19 2013,Florida State,36,Virginia,56,,
Sat Jan 19 2013,Wake Forest,65,Virginia Tech,66,,
Sun Jan 20 2013,Clemson,62,North Carolina State,66,,
Tue Jan 22 2013,Boston College,59,Maryland,64,,
Tue Jan 22 2013,North Carolina State,84,Wake Forest,86,,
Wed Jan 23 2013,Duke,63,Miami (FL),90,,
Wed Jan 23 2013,Georgia Tech,63,North Carolina,79,,
Thu Jan 24 2013,Clemson,57,Florida State,60,,
Thu Jan 24 2013,Virginia,74,Virginia Tech,58,,
Sat Jan 26 2013,Maryland,64,Duke,84,,
Sat Jan 26 2013,Wake Forest,62,Georgia Tech,82,,
Sat Jan 26 2013,North Carolina,83,North Carolina State,91,,
Sat Jan 26 2013,Boston College,51,Virginia,65,,
Sun Jan 27 2013,Virginia Tech,70,Clemson,77,,
Sun Jan 27 2013,Florida State,47,Miami (FL),71,,
Tue Jan 29 2013,North Carolina,82,Boston College,70,,
Tue Jan 29 2013,Georgia Tech,60,Clemson,63,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 29 2013,North Carolina State,55,Virginia,58,,
Wed Jan 30 2013,Maryland,71,Florida State,73,,
Wed Jan 30 2013,Miami (FL),73,Virginia Tech,64,,
Wed Jan 30 2013,Duke,75,Wake Forest,70,,
Sat Feb 2 2013,Clemson,68,Boston College,75,,
Sat Feb 2 2013,Duke,79,Florida State,60,,
Sat Feb 2 2013,Wake Forest,60,Maryland,86,,
Sat Feb 2 2013,Virginia Tech,60,North Carolina,72,OT,
Sat Feb 2 2013,Miami (FL),79,North Carolina State,78,,
Sun Feb 3 2013,Virginia,60,Georgia Tech,66,,
Tue Feb 5 2013,Florida State,56,Georgia Tech,54,,
Tue Feb 5 2013,Boston College,50,Miami (FL),72,,
Tue Feb 5 2013,Wake Forest,62,North Carolina,87,,
Thu Feb 7 2013,North Carolina State,85,Duke,98,,
Thu Feb 7 2013,Clemson,41,Virginia,78,,
Thu Feb 7 2013,Maryland,60,Virginia Tech,55,,
Sat Feb 9 2013,North Carolina,61,Miami (FL),87,,
Sat Feb 9 2013,Georgia Tech,64,Virginia Tech,54,,
Sat Feb 9 2013,Florida State,46,Wake Forest,71,,
Sun Feb 10 2013,Duke,62,Boston College,61,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Feb 10 2013,North Carolina State,58,Clemson,57,,
Sun Feb 10 2013,Virginia,80,Maryland,69,,
Tue Feb 12 2013,Virginia Tech,55,Virginia,73,,
Wed Feb 13 2013,Wake Forest,63,Boston College,66,,
Wed Feb 13 2013,North Carolina,68,Duke,73,,
Wed Feb 13 2013,Miami (FL),74,Florida State,68,,
Thu Feb 14 2013,Clemson,56,Georgia Tech,53,,
Sat Feb 16 2013,Boston College,66,Florida State,69,,
Sat Feb 16 2013,Duke,81,Maryland,83,,
Sat Feb 16 2013,Virginia,81,North Carolina,93,,
Sat Feb 16 2013,Virginia Tech,86,North Carolina State,90,OT,
Sat Feb 16 2013,Georgia Tech,57,Wake Forest,56,,
Sun Feb 17 2013,Miami (FL),45,Clemson,43,,
Tue Feb 19 2013,Maryland,58,Boston College,69,,
Tue Feb 19 2013,North Carolina,70,Georgia Tech,58,,
Tue Feb 19 2013,Virginia,50,Miami (FL),54,,
Tue Feb 19 2013,Florida State,66,North Carolina State,84,,
Thu Feb 21 2013,Duke,88,Virginia Tech,56,,
Sat Feb 23 2013,Clemson,59,Maryland,72,,
Sat Feb 23 2013,North Carolina State,65,North Carolina,76,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 23 2013,Miami (FL),65,Wake Forest,80,,
Sun Feb 24 2013,Boston College,68,Duke,89,,
Sun Feb 24 2013,Georgia Tech,54,Virginia,82,,
Sun Feb 24 2013,Florida State,70,Virginia Tech,80,,
Tue Feb 26 2013,Wake Forest,62,Florida State,76,,
Wed Feb 27 2013,Maryland,68,Georgia Tech,78,,
Wed Feb 27 2013,Virginia Tech,58,Miami (FL),76,,
Wed Feb 27 2013,Boston College,64,North Carolina State,82,,
Thu Feb 28 2013,North Carolina,68,Clemson,59,,
Thu Feb 28 2013,Duke,68,Virginia,73,,
Sat Mar 2 2013,Miami (FL),76,Duke,79,,
Sat Mar 2 2013,Clemson,61,Virginia Tech,69,,
Sat Mar 2 2013,Maryland,67,Wake Forest,57,,
Sun Mar 3 2013,Virginia,52,Boston College,53,,
Sun Mar 3 2013,North Carolina State,70,Georgia Tech,57,,
Sun Mar 3 2013,Florida State,58,North Carolina,79,,
Tue Mar 5 2013,Boston College,68,Clemson,61,,
Tue Mar 5 2013,Virginia Tech,57,Duke,85,,
Wed Mar 6 2013,North Carolina,79,Maryland,68,,
Wed Mar 6 2013,Georgia Tech,71,Miami (FL),69,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Mar 6 2013,Wake Forest,66,North Carolina State,81,,
Thu Mar 7 2013,Virginia,51,Florida State,53,,
Sat Mar 9 2013,Georgia Tech,72,Boston College,74,,
Sat Mar 9 2013,North Carolina State,67,Florida State,71,,
Sat Mar 9 2013,Clemson,49,Miami (FL),62,,
Sat Mar 9 2013,Duke,69,North Carolina,53,,
Sun Mar 10 2013,Maryland,58,Virginia,61,OT,
Sun Mar 10 2013,Virginia Tech,79,Wake Forest,90,,
Thu Mar 14 2013,Georgia Tech,64,Boston College,84,,ACC First Round
Thu Mar 14 2013,Florida State,73,Clemson,69,,ACC First Round
Thu Mar 14 2013,Wake Forest,62,Maryland,75,,ACC First Round
Thu Mar 14 2013,Virginia Tech,63,North Carolina State,80,,ACC First Round
Fri Mar 15 2013,Miami (FL),69,Boston College,58,,ACC Quarterfinal Round
Fri Mar 15 2013,Maryland,83,Duke,74,,ACC Quarterfinal Round
Fri Mar 15 2013,North Carolina,83,Florida State,62,,ACC Quarterfinal Round
Fri Mar 15 2013,Virginia,56,North Carolina State,75,,ACC Quarterfinal Round
Sat Mar 16 2013,North Carolina,79,Maryland,76,,ACC Semifinal Round
Sat Mar 16 2013,North Carolina State,71,Miami (FL),81,,ACC Semifinal Round
Sun Mar 17 2013,North Carolina,77,Miami (FL),87,,ACC Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 8 2013,Alabama,68,Missouri,84,,
Wed Jan 9 2013,Louisiana State,63,Auburn,68,,
Wed Jan 9 2013,Georgia,44,Florida,77,,
Wed Jan 9 2013,South Carolina,54,Mississippi State,56,,
Wed Jan 9 2013,Mississippi,92,Tennessee,74,,
Wed Jan 9 2013,Arkansas,51,Texas A&M,69,,
Thu Jan 10 2013,Kentucky,60,Vanderbilt,58,,
Sat Jan 12 2013,Tennessee,65,Alabama,68,,
Sat Jan 12 2013,Vanderbilt,33,Arkansas,56,,
Sat Jan 12 2013,Mississippi State,72,Georgia,61,,
Sat Jan 12 2013,Texas A&M,83,Kentucky,71,,
Sat Jan 12 2013,Florida,74,Louisiana State,52,,
Sat Jan 12 2013,Missouri,49,Mississippi,64,,
Sat Jan 12 2013,Auburn,74,South Carolina,71,,
Tue Jan 15 2013,Tennessee,65,Kentucky,75,,
Tue Jan 15 2013,Mississippi,89,Vanderbilt,79,OT,
Wed Jan 16 2013,Auburn,80,Arkansas,88,2OT,
Wed Jan 16 2013,South Carolina,82,Louisiana State,73,OT,
Wed Jan 16 2013,Alabama,75,Mississippi State,43,,
Wed Jan 16 2013,Georgia,62,Missouri,79,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 17 2013,Florida,68,Texas A&M,47,,
Sat Jan 19 2013,Texas A&M,49,Alabama,50,,
Sat Jan 19 2013,Kentucky,75,Auburn,53,,
Sat Jan 19 2013,Missouri,52,Florida,83,,
Sat Jan 19 2013,Louisiana State,58,Georgia,67,,
Sat Jan 19 2013,Arkansas,64,Mississippi,76,,
Sat Jan 19 2013,Vanderbilt,58,South Carolina,51,,
Sat Jan 19 2013,Mississippi State,57,Tennessee,72,,
Tue Jan 22 2013,Kentucky,55,Alabama,59,,
Tue Jan 22 2013,South Carolina,65,Missouri,71,,
Wed Jan 23 2013,Mississippi State,70,Arkansas,96,,
Wed Jan 23 2013,Florida,64,Georgia,47,,
Wed Jan 23 2013,Texas A&M,54,Louisiana State,58,,
Wed Jan 23 2013,Auburn,61,Vanderbilt,73,,
Thu Jan 24 2013,Tennessee,56,Mississippi,62,,
Sat Jan 26 2013,Mississippi,63,Auburn,61,,
Sat Jan 26 2013,Louisiana State,70,Kentucky,75,,
Sat Jan 26 2013,Florida,82,Mississippi State,47,,
Sat Jan 26 2013,Vanderbilt,59,Missouri,81,,
Sat Jan 26 2013,Arkansas,54,South Carolina,75,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 26 2013,Alabama,53,Tennessee,54,,
Sat Jan 26 2013,Georgia,59,Texas A&M,52,,
Tue Jan 29 2013,Kentucky,87,Mississippi,74,,
Tue Jan 29 2013,Vanderbilt,57,Tennessee,58,,
Wed Jan 30 2013,South Carolina,36,Florida,75,,
Wed Jan 30 2013,Auburn,49,Georgia,57,,
Wed Jan 30 2013,Missouri,70,Louisiana State,73,,
Wed Jan 30 2013,Texas A&M,55,Mississippi State,49,OT,
Thu Jan 31 2013,Arkansas,56,Alabama,59,,
Sat Feb 2 2013,Tennessee,60,Arkansas,73,,
Sat Feb 2 2013,Mississippi,64,Florida,78,,
Sat Feb 2 2013,Louisiana State,69,Mississippi State,68,,
Sat Feb 2 2013,Auburn,77,Missouri,91,,
Sat Feb 2 2013,Georgia,67,South Carolina,56,,
Sat Feb 2 2013,Kentucky,72,Texas A&M,68,OT,
Sat Feb 2 2013,Alabama,58,Vanderbilt,54,,
Tue Feb 5 2013,Florida,69,Arkansas,80,,
Tue Feb 5 2013,South Carolina,55,Kentucky,77,,
Wed Feb 6 2013,Alabama,37,Auburn,49,,
Wed Feb 6 2013,Vanderbilt,56,Louisiana State,57,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 6 2013,Mississippi State,75,Mississippi,93,,
Wed Feb 6 2013,Georgia,68,Tennessee,62,,
Thu Feb 7 2013,Missouri,68,Texas A&M,70,,
Sat Feb 9 2013,Louisiana State,57,Alabama,60,,
Sat Feb 9 2013,Mississippi State,58,Florida,83,,
Sat Feb 9 2013,Texas A&M,46,Georgia,52,,
Sat Feb 9 2013,Auburn,62,Kentucky,72,,
Sat Feb 9 2013,Mississippi,79,Missouri,98,,
Sat Feb 9 2013,Arkansas,49,Vanderbilt,67,,
Sun Feb 10 2013,Tennessee,66,South Carolina,61,,
Tue Feb 12 2013,Kentucky,52,Florida,69,,
Tue Feb 12 2013,Alabama,52,Georgia,45,,
Wed Feb 13 2013,Arkansas,83,Auburn,75,,
Wed Feb 13 2013,Missouri,78,Mississippi State,36,,
Wed Feb 13 2013,Mississippi,67,Texas A&M,69,,
Wed Feb 13 2013,Tennessee,58,Vanderbilt,46,,
Thu Feb 14 2013,Louisiana State,64,South Carolina,46,,
Sat Feb 16 2013,South Carolina,58,Alabama,68,,
Sat Feb 16 2013,Missouri,71,Arkansas,73,,
Sat Feb 16 2013,Florida,83,Auburn,52,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 16 2013,Mississippi State,68,Louisiana State,80,,
Sat Feb 16 2013,Georgia,74,Mississippi,84,OT,
Sat Feb 16 2013,Kentucky,58,Tennessee,88,,
Sat Feb 16 2013,Texas A&M,56,Vanderbilt,63,,
Tue Feb 19 2013,Florida,60,Missouri,63,,
Tue Feb 19 2013,Louisiana State,72,Tennessee,82,,
Wed Feb 20 2013,Mississippi State,56,Alabama,64,,
Wed Feb 20 2013,Texas A&M,65,Auburn,56,,
Wed Feb 20 2013,Vanderbilt,70,Kentucky,74,,
Wed Feb 20 2013,Mississippi,62,South Carolina,63,,
Thu Feb 21 2013,Georgia,60,Arkansas,62,,
Sat Feb 23 2013,Arkansas,54,Florida,71,,
Sat Feb 23 2013,South Carolina,54,Georgia,62,OT,
Sat Feb 23 2013,Missouri,83,Kentucky,90,OT,
Sat Feb 23 2013,Alabama,94,Louisiana State,97,3OT,
Sat Feb 23 2013,Auburn,55,Mississippi,88,,
Sat Feb 23 2013,Vanderbilt,72,Mississippi State,31,,
Sat Feb 23 2013,Tennessee,93,Texas A&M,85,4OT,
Tue Feb 26 2013,Auburn,43,Alabama,61,,
Tue Feb 26 2013,Florida,58,Tennessee,64,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 27 2013,Mississippi State,55,Kentucky,85,,
Wed Feb 27 2013,Arkansas,60,Louisiana State,65,,
Wed Feb 27 2013,Texas A&M,73,Mississippi,82,,
Wed Feb 27 2013,Georgia,62,Vanderbilt,63,,
Thu Feb 28 2013,Missouri,90,South Carolina,68,,
Sat Mar 2 2013,Kentucky,60,Arkansas,73,,
Sat Mar 2 2013,Vanderbilt,62,Auburn,55,,
Sat Mar 2 2013,Alabama,52,Florida,64,,
Sat Mar 2 2013,Tennessee,68,Georgia,78,,
Sat Mar 2 2013,Mississippi,67,Mississippi State,73,,
Sat Mar 2 2013,Louisiana State,76,Missouri,89,,
Sat Mar 2 2013,South Carolina,56,Texas A&M,74,,
Tue Mar 5 2013,Alabama,83,Mississippi,87,,
Tue Mar 5 2013,Arkansas,63,Missouri,93,,
Wed Mar 6 2013,Tennessee,82,Auburn,75,,
Wed Mar 6 2013,Vanderbilt,40,Florida,66,,
Wed Mar 6 2013,Mississippi State,72,South Carolina,79,,
Wed Mar 6 2013,Louisiana State,68,Texas A&M,57,,
Thu Mar 7 2013,Kentucky,62,Georgia,72,,
Sat Mar 9 2013,Georgia,58,Alabama,61,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Mar 9 2013,Texas A&M,62,Arkansas,73,,
Sat Mar 9 2013,Florida,57,Kentucky,61,,
Sat Mar 9 2013,Mississippi,81,Louisiana State,67,,
Sat Mar 9 2013,Auburn,71,Mississippi State,74,OT,
Sat Mar 9 2013,Missouri,62,Tennessee,64,,
Sat Mar 9 2013,South Carolina,64,Vanderbilt,74,,
Wed Mar 13 2013,Texas A&M,71,Auburn,62,,SEC First Round
Wed Mar 13 2013,South Carolina,59,Mississippi State,70,,SEC First Round
Thu Mar 14 2013,Vanderbilt,75,Arkansas,72,,SEC Second Round
Thu Mar 14 2013,Louisiana State,68,Georgia,63,,SEC Second Round
Thu Mar 14 2013,Tennessee,69,Mississippi State,53,,SEC Second Round
Thu Mar 14 2013,Texas A&M,50,Missouri,62,,SEC Second Round
Fri Mar 15 2013,Tennessee,48,Alabama,58,,SEC Quarterfinal Round
Fri Mar 15 2013,Louisiana State,58,Florida,80,,SEC Quarterfinal Round
Fri Mar 15 2013,Vanderbilt,64,Kentucky,48,,SEC Quarterfinal Round
Fri Mar 15 2013,Missouri,62,Mississippi,64,,SEC Quarterfinal Round
Sat Mar 16 2013,Florida,61,Alabama,51,,SEC Semifinal Round
Sat Mar 16 2013,Vanderbilt,52,Mississippi,64,,SEC Semifinal Round
Sun Mar 17 2013,Mississippi,66,Florida,63,,SEC Final
